title,genres,keywords,overview,movie_id,cast,crew,revenue,vote_average,vote_count,popularity
z storm,"crime,thriller",,"this is a story about the biggest financial fraud attempted in hong kong , directed at the government of hong kong and involved all 7 million hong kong citizen ... no one is free from the scheme . within the four decade of guarding hong kong 's financial integrity , the icac ha never come across an opponent so huge and so well organized a in the z torrent file ... shadowy figure from the underworld of south america , italy and europe all ready to plot against the estimated 150 million dollar of hong kong citizen ' tax money which wa pooled in a fund called the welfare fund . high profile chartered accountant , high ranking law enforcer , power lawyer , the super entrepreneur ; they all have their share of play but none can really grasp the big picture ; they are there only for what they desire most .",277519,"['Louis_Koo', 'Gordon_Lam_Ka-Tung', 'Dada_Chan', 'Janelle_Sing', 'Michael_Wong']",['David_Lam'],low revenue,6.5,low voted,low popularity
twixt,"horror,thriller",sheriff vampire orphanage writer edgar allen poe ghost murder mystery,"a writer with a declining career arrives in a small town a part of his book tour and get caught up in a murder mystery involving a young girl . that night in a dream , he is approached by a mysterious young ghost named v. he 's unsure of her connection to the murder in the town , but is grateful for the story being handed to him . ultimately he is led to the truth of the story , surprised to find that the ending ha more to do with his own life than he could ever have anticipated .",78381,"['Val_Kilmer', 'Bruce_Dern', 'Ben_Chaplin', 'Elle_Fanning', 'Joanne_Whalley']",['Francis_Ford_Coppola'],low revenue,7.0,low voted,low popularity
the snow queen,"animation,fantasy",,"the ice-cold snow queen wish to turn the world into a frozen landscape , with no light , no joy , no happiness , and no free will . a young man , kai , is rumored to be the son of a man who is the queen 's only remaining threat . he is abducted and held captive in the queen 's palace , and it 's up to his sister , gerda , to rescue him . gerda journey across an icy land , facing difficult obstacle and meeting wonderful new friend that help her in her quest to set kai free , defeat the snow queen , and save the world from eternal frost .",164372,"['Ivan_Okhlobystin', 'Dmitriy_Nagiev', 'Lyudmila_Artemeva', 'Anna_Ardova', 'Elizaveta_Arzamasova']","['Vladlen_Barbe', 'Maksim_Sveshnikov']",low revenue,6.9,low voted,low popularity
alpha and omega: the legend of the saw tooth cave,"family,animation,comedy",,"the alpha and omega share a thrilling adventure after runt discovers the saw tooth cave . runt find a wolf in need and lends a helping paw . star ben diskin & amp ; kate higgins . american computer-animated action-comedy/fantasy film exclusively from walmart . it is the fourth film in the alpha and omega franchise and the sequel to alpha and omega , a howl-iday adventure , and the great wolf game .",294512,"['Dee_Dee_Greene', 'Ben_Diskin', 'Lindsay_Torrance', 'Kate_Higgins', 'Christopher_Corey_Smith']",['Richard_Rich'],low revenue,7.4,low voted,low popularity
pale rider,"romance,western",gunslinger showdown marshal blackmail mine settler gold mining town violence killer preacher gold miner strange person,a small gold mining camp is terrorised by a ruthless land owner wanting to take their land . clint eastwood arrives riding a pale horse just a a young girl is praying to god to help the miner . he is revealed to be a preacher with mysterious and possible otherworldly origin who team up with the miner to defeat the land owner and the corrupt sheriff .,8879,"['Clint_Eastwood', 'Michael_Moriarty', 'Carrie_Snodgress', 'Chris_Penn', 'Richard_Dysart']",['Clint_Eastwood'],low revenue,6.1,low voted,low popularity
stargate: the ark of truth,"adventure,science fiction",wormhole space travel supernatural powers spaceship alien,"sg-1 search for an ancient weapon which could help them defeat the ori , and discover it may be in the ori 's own home galaxy . a the ori prepare to send ship through to the milky way to attack earth , sg-1 travel to the ori galaxy aboard the odyssey . the international oversight committee have their own plan and sg-1 find themselves in a distant galaxy fighting two powerful enemy .",13001,"['Ben_Browder', 'Amanda_Tapping', 'Christopher_Judge', 'Michael_Shanks', 'Beau_Bridges']",['Robert_C._Cooper'],low revenue,6.8,low voted,low popularity
dazed and confused,"comedy,drama",1970s texas high school comedy coming of age summer teenager period drama great soundtrack,"the adventure of a group of texas teen on their last day of school in 1976 , centering on student randall floyd , who move easily among stoner , jock and geek . floyd is a star athlete , but he also like smoking weed , which present a conundrum when his football coach demand he sign a `` no drug '' pledge .",9571,"['Jason_London', 'Rory_Cochrane', 'Wiley_Wiggins', 'Sasha_Jenson', 'Michelle_Burke']",['Richard_Linklater'],low revenue,5.8,low voted,low popularity
high school musical 2,"comedy,drama,family",musical music summer teenager summer job country club,"the east high wildcat are ready to have the time of their life . troy ( zac efron ) is thrilled when he ’ s offered a job in a country club , but it ’ s all part of sharpay ’ s ( ashley tisdale ) plot to lure him away from gabriella ( vanessa hudgens ) . how will it all turn out ? all question are answered on the night of the club ’ s talent show .",13649,"['Zac_Efron', 'Vanessa_Hudgens', 'Ashley_Tisdale', 'Lucas_Grabeel', 'Corbin_Bleu']",['Kenny_Ortega'],low revenue,6.3,low voted,low popularity
two lovers and a bear,"drama,romance",small town lovers bear north pole,"set in a small town near the north pole where road lead to nowhere , the story follows roman and lucy , two burning soul who come together to make a leap for life and inner peace .",325373,"['Dane_DeHaan', 'Tatiana_Maslany', 'Gordon_Pinsent', 'John_Ralston', 'Joel_Gagne']",['Kim_Nguyen'],low revenue,6.7,low voted,low popularity
criminal activities,"thriller,crime,drama",mobster money problems borrow trouble classmates investment bűnös utakon,four young men make a risky investment together that put them in trouble with the mob .,334527,"['Dan_Stevens', 'John_Travolta', 'Michael_Pitt', 'Jackie_Earle_Haley', 'Travis_Aaron_Wade']",['Jackie_Earle_Haley'],low revenue,6.1,low voted,low popularity
aimee & jaguar,"drama,history,romance",berlin jew forbidden love lesbian relationship homosexuality lesbian interest,"berlin 1943/44 ( `` the battle of berlin '' ) . felice , an intelligent and courageous jewish woman who life under a false name , belongs to an underground organization . lilly , a devoted mother of four , though an occasional unfaithful wife , is desperate for love . an unusual and passionate love between them blossom despite the danger of persecution and nightly bombing raid . the gestapo is on felice 's trail . her friend flee , she decides to sit out the war with lilly . one hot day in august 1944 , the gestapo is waiting in lilly 's flat ...",2211,"['Maria_Schrader', 'Juliane_Köhler', 'Johanna_Wokalek', 'Heike_Makatsch', 'Elisabeth_Degen']",['Max_Färberböck'],low revenue,5.6,low voted,low popularity
the chumscrubber,"comedy,drama",suicide father son relationship surreal independent film parallel world,"the chumscrubber is a dark comedy about the life of people who live in upper-class suburbia . it all begin when dean stiffle find the body of his friend , troy . he doe n't bother telling any of the adult because he know they wo n't care . everyone in town is too self consumed to worry about anything else than themselves . and everybody is on some form of drug just to get through their day .",13919,"['Jamie_Bell', 'Camilla_Belle', 'Justin_Chatwin', 'Glenn_Close', 'Kathi_Copeland']",['Arie_Posin'],low revenue,7.9,low voted,low popularity
shade,"action,thriller,crime",,"tiffany , charlie and vernon are con artist looking to up the ante from their typical scam . they figure a good way of doing this is taking down dean `` the dean '' stevens , a well-known cardsharp , in a rigged game . however , they first need enough money to enter a game with stevens , so they decide to strike a deal with fellow crook larry jennings to scam a local gangster -- which turn out to be a bad idea .",14576,"['Stuart_Townsend', 'Gabriel_Byrne', 'Thandie_Newton', 'Jamie_Foxx', 'Roger_Guenveur_Smith']",['Damian_Nieman'],low revenue,5.8,low voted,low popularity
house at the end of the street,"horror,thriller",mother daughter relationship cross dressing violence mother son relationship father son conflict,"a mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parent . when the daughter befriends the surviving son , she learns the story is far from over .",82505,"['Jennifer_Lawrence', 'Max_Thieriot', 'Elisabeth_Shue', 'Gil_Bellows', 'Nolan_Gerard_Funk']",['Mark_Tonderai'],low revenue,5.1,low voted,low popularity
incendies,"drama,war,mystery",prison middle east rape muslim militia interpreter son christian orphanage swimming pool massacre checkpoint political assassination twins will,"a mother 's last wish send twin jeanne and simon on a journey to middle east in search of their tangled root . adapted from wajdi mouawad 's acclaimed play , incendies tell the powerful and moving tale of two young adult ' voyage to the core of deep-rooted hatred , never-ending war and enduring love .",46738,"['Lubna_Azabal', 'Mélissa_Désormeaux-Poulin', 'Maxim_Gaudette', 'Rémy_Girard', 'Allen_Altman']",['Denis_Villeneuve'],low revenue,7.8,low voted,low popularity
"remember me, my love","drama,comedy,romance",eroticism,"the story of a normal italian family in which come out the dream of those who have lost their possibility and of those who want to realize them . carlo and giulia are a married couple who have each given up their aspiration in order to live an average life . their 19-year-old son , paolo , is having trouble finding an identity , while their 18-year-old daughter , valentina , ha already figured out how to use sex to her advantage . the family go through a crisis when carlo begin having an affair , giulia attempt to seduce the director of a local stage production she is in , and valentina doe what she doe best to land an audition for a tv show",38970,"['Fabrizio_Bentivoglio', 'Laura_Morante', 'Monica_Bellucci', 'Silvio_Muccino', 'Nicoletta_Romanoff']",['Gabriele_Muccino'],low revenue,5.6,low voted,low popularity
perrier’s bounty,"action,comedy,crime",suspense,a gangster named perrier look to exact his revenge on a trio of fugitive responsible for the accidental death of one of his crony .,41009,"['Cillian_Murphy', 'Brendan_Gleeson', 'Jim_Broadbent', 'Padraic_Delaney', 'Natalie_Britton']",['Ian_Fitzgibbon'],low revenue,5.2,low voted,low popularity
elite squad,"drama,action,crime",slum police brutality brazilian war on drugs rio de janeiro drug traffic drug dealer torture by the police special forces law enforcement,"in 1997 , before the visit of the pope to rio de janeiro , captain nascimento from bope ( special police operation battalion ) is assigned to eliminate the risk of the drug dealer in a dangerous slum nearby where the pope intends to be lodged .",7347,"['Wagner_Moura', 'Caio_Junqueira', 'André_Ramiro', 'Milhem_Cortaz', 'Fernanda_Machado']",['José_Padilha'],low revenue,7.4,low voted,low popularity
